"title","Unnamed..0","Release_Date","Developers","Summary","Platforms","Genres","Rating","Plays","Playing","Backlogs","Wishlist","Lists","Reviews","img","console","genre","publisher","developer","critic_score","total_sales","na_sales","jp_sales","pal_sales","other_sales","release_date","last_update"
"TOP SPIN 3",56390,"Jun 20, 2008","['2K Sports', 'PAM Development']","Top Spin 3 includes more than 25 of the world's top tennis superstars including Roger Federer, Andy Roddick, Maria Sharapova, James Blake, and many others. With all-new action-packed features including signature player animations and expressions, weather changes, situation-specific behaviors, along with revamped audio with enhanced crowd reaction, Top Spin 3 serves up a realistic and exciting tennis video game experience.","['Xbox 360', 'PlayStation 3']","['Simulator', 'Sport']",3.2,"61","0","12","4","14","2","/games/boxart/full_1540446AmericaFrontccc.jpg","PS3","Sports","2K Sports","Pam Development",7.8,0.57,0.08,0,0.37,0.12,"23-06-2008",""
"TRACE MEMORY",4558,"Feb 24, 2005","['Nintendo', 'Cing']","The events of the game take place on the fictional Blood Edward Island. The game's protagonist, Ashley Mizuki Robbins, is the daughter of Richard and Sayoko Robbins, researchers of human memory. After her parents mysteriously went missing in 1994, they were presumed dead.Consequently, Ashley was raised by her father's younger sister, Jessica Robbins, in the suburbs of Seattle. Eleven years later, two days before her fourteenth birthday, Ashley receives a package from her father containing a birthday card and a device called a DAS. The DAS, programmed to respond only to Ashley's biometrics, contains a message from her father, claiming that he is waiting for her on Blood Edward Island.
Assuming control of Ashley Robbins, players navigate through 3D environments and attempt to solve puzzles. During movement, the touchscreen displays an aerial view of Ashley and her surroundings. The player can move Ashley using a point and click system, dragging the stylus across the screen, or using the D-pad. The top screen shows pre-rendered images of the player's current location. To solve puzzles encountered in the game, the player must use the touchscreen, or other DS capabilities, such as the DS microphone.","['Nintendo DS']","['Adventure', 'Point-and-Click', 'Puzzle', 'Visual Novel']",3.4,"643","15","369","241","147","34","/games/boxart/4563305ccc.jpg","DS","Adventure","Nintendo","Cing",6.5,0.29,0.15,0.12,0.01,0.01,"26-09-2005",""
"TRAUMA CENTER NEW BLOOD",5559,"Nov 20, 2007","['Atlus', 'Nintendo']","Keep your hands steady and your mind focused for Trauma Center: New Blood, sequel to Trauma Center: Second Opinion. This time around there's a lot more on the line, as every cut of the scalpel, every pinch of the forceps, each and every second that ticks by is of the absolute greatest importance. If you think it's too much to handle alone, invite a friend to assist with the operation and work together to save patients from flat lining.","['Wii']","['Adventure', 'Puzzle', 'Simulator']",3.6,"274","9","217","89","90","11","/games/boxart/8804250ccc.jpg","Wii","Simulation","Atlus","Atlus Co.",7.5,0.29,0.22,0.01,0.04,0.02,"20-11-2007",""
"TRAUMA CENTER SECOND OPINION",6350,"Nov 19, 2006","['Atlus', 'Nintendo']","In Trauma Center: Second Opinion the player plays the part of Derek Stiles, a doctor who has just completed his residency at Hope Hospital and is now a full time surgeon. The story takes place in the year 2018; by this time a lot of diseases thought incurable have been cured, but people still get sick and are involved in accidents requiring attention of doctors such as Stiles. Dr. Stiles career begins rather normally with a series of routine surgeries to get warmed up. Later though it's discovered that Dr. Stiles has the ""healing touch"", a rare ability he can use to slow down time to perform surgery faster while maintaining accuracy. This ability becomes important as a new, deadly disease begins spreading...","['Wii']","['Adventure', 'Puzzle', 'Simulator']",3.6,"505","7","308","144","102","16","/games/boxart/5070472ccc.jpg","Wii","Simulation","Atlus","Atlus Co.",8.2,0.34,0.28,0.03,0.01,0.03,"14-11-2006",""
"TRAUMA CENTER UNDER THE KNIFE",2387,"Jun 16, 2005","['Atlus', 'Nintendo']","Take your Nintendo DS into the Operating Room! Trauma Center: Under the Knife lets YOU play doctor, performing increasingly complex surgeries. At first it's just another day in the O.R., but when a mysterious outbreak sweeps the area, the patients' lives are in your hands--no pressure. The stylus will be your scalpel as you make incisions, anesthetize problem areas, remove tumors, monitor vital signs, apply bandages, and more! Of course, you'll also have to deal with human drama between appointments. Keep a cool head, or you'll be out on the street (and all those years of medical school for nothing).","['Nintendo DS']","['Adventure', 'Simulator']",3.5,"987","37","423","245","153","54","/games/boxart/full_7565977AmericaFrontccc.jpg","DS","Simulation","Atlus","Atlus Co.",8,0.36,0.3,0.02,0.01,0.03,"04-10-2005",""
"TRINITY UNIVERSE",45693,"Oct 01, 2009","['Idea Factory', 'NIS America']","Trinity Universe is a PlayStation 3 role-playing game developed by Idea Factory, Gust Corporation and Nippon Ichi Software.
Trinity Universe is in full 3D featuring dungeons, battles and two plot lines: Goddess and Devil King. Gust Corporation created the storyline for Goddess, while NIS created the Devil King story.","['PlayStation 3']","['RPG']",2.2,"32","1","41","20","13","0","/games/boxart/full_trinity-universe_2AmericaFront.jpg","PS3","Role-Playing","NIS America","Nippon Ichi Software / Gust",6.2,0.18,0.07,0.03,0.06,0.02,"29-06-2010",""
"TRINITY UNIVERSE",5240,"Oct 01, 2009","['Idea Factory', 'NIS America']","Trinity Universe is a PlayStation 3 role-playing game developed by Idea Factory, Gust Corporation and Nippon Ichi Software.
Trinity Universe is in full 3D featuring dungeons, battles and two plot lines: Goddess and Devil King. Gust Corporation created the storyline for Goddess, while NIS created the Devil King story.","['PlayStation 3']","['RPG']",2.2,"32","1","41","20","13","0","/games/boxart/full_trinity-universe_2AmericaFront.jpg","PS3","Role-Playing","NIS America","Nippon Ichi Software / Gust",6.2,0.18,0.07,0.03,0.06,0.02,"29-06-2010",""
"TROPICO 3",8070,"Oct 20, 2009","['Feral Interactive', 'Haemimont Games']","The time is yesterday and the Cold War is in full swing. Through means devious and dubious you have seized power in the Caribbean island country of Tropico, where you now rule as the all-powerful ""El Presidente"".","['Windows PC', 'Mac', 'Xbox 360']","['Adventure', 'Simulator', 'Strategy']",3.1,"210","3","59","11","19","3","/games/boxart/full_6988817AmericaFrontccc.jpg","X360","Strategy","Kalypso","Haemimont Games",7.7,0.22,0.15,0.03,0.02,0.01,"16-02-2010",""
"TUROK",4652,"Feb 05, 2008","['Touchstone Games', 'Propaganda Games']","Turok is a first-person shooter developed by Propaganda Games, and published by Touchstone Games and Disney Interactive Studios, originally for the PlayStation 3 and Xbox 360 in February 2008. It was later ported on to Microsoft Windows in April 2008. A sequel was planned and developed for the Xbox 360 but it was cancelled before it was even officially announced.
The game is loosely based on the comic book series of the same title and is unrelated to the story and setting of previous Turok video games. Players assume the role of Native American space marine Joseph Turok, who is part of a team sent to a remote planet to apprehend his previous commanding officer, General Roland Kane, now a wanted war criminal. After crash landing, Turok discovers this planet is home to all manner of dinosaurs, and must fight both the predatory creatures and Kane's private army on his mission to take down his former mentor.","['Windows PC', 'Xbox 360', 'PlayStation 3']","['Shooter']",2.4,"467","3","110","66","54","12","/games/boxart/2082804ccc.jpg","X360","Shooter","Touchstone","Propaganda Games",6.6,0.75,0.46,0.01,0.2,0.07,"05-02-2008",""
"TWO WORLDS II",5287,"Nov 12, 2010","['TopWare Interactive', 'Reality Pump']","Two World II is a fantasy role playing game which continues the storyline from the first game. 

Aziraal was the ancient god of war revered by the Orcs and said to possess immense powers. When Aziraal's tomb was opened at the end of the first game, the god's powers transferred to our hero's sister. Now the dark lord Gandohar, determined to have Aziraal's power for himself, has taken our hero and his sister captive and is draining those powers from her. The escape from the prison acts as a tutorial for the game until the hero finally steps out into Antaloor. 

There is a huge world to be explored containing deserts, forests, swamps, seashores, cities and rural areas, plus many hidden caves and dungeons. There will be encounters with every kind of monster imaginable from killer insects to huge beasts, as well as humanoid enemies of varied races. Since the levels of the enemies are not tied to the player's level, some fights need to be avoided until the hero advances and increases his abilities. The game boasts that there are enough quests to keep players busy for about 100 hours. 

In the single-player game, the hero can be a male only. His specialty (warrior, ranger, mage) can be changed at will by swapping equipment. Success as each is entirely dependent upon how earned skill points are assigned. 

Two Worlds II features improvements over the first game including new user interface, game engine and magic & crafting systems. It includes all of the gameplay elements that were part of Two Worlds I (riding on horseback, crafting, forging, alchemy). Sailing (planned for the first game, but never released) is possible in this game, albeit in only a few locations. 

Feats and skills can be learned to enhance each form of combat. Learned spells can be combined with each other using the new card modifiers to enhance or change their effects. Improvements to the crafting/forging aspects make it possible to improve weapons and armor differently. For instance, objects in inventory can be broken down to their base elements (cloth, wood, iron). 

Two Worlds II also offers five multiplayer modes for up to 8 players: Crystal Capture, PvP, Dual, Adventure (7 chapters), and a Village mode. In multiplayer, new characters are created with a choice of several races and can be male or female.","['Windows PC', 'Mac', 'Xbox 360', 'Linux', 'PlayStation 3']","['RPG']",2.3,"190","2","114","24","35","6","/games/boxart/full_two-worlds-ii_839AmericaFront.jpg","X360","Role-Playing","SouthPeak Interactive","Reality Pump",6.5,0.54,0.4,0.03,0.07,0.04,"25-01-2011",""
"TWO WORLDS II",5287,"Nov 12, 2010","['TopWare Interactive', 'Reality Pump']","Two World II is a fantasy role playing game which continues the storyline from the first game. 

Aziraal was the ancient god of war revered by the Orcs and said to possess immense powers. When Aziraal's tomb was opened at the end of the first game, the god's powers transferred to our hero's sister. Now the dark lord Gandohar, determined to have Aziraal's power for himself, has taken our hero and his sister captive and is draining those powers from her. The escape from the prison acts as a tutorial for the game until the hero finally steps out into Antaloor. 

There is a huge world to be explored containing deserts, forests, swamps, seashores, cities and rural areas, plus many hidden caves and dungeons. There will be encounters with every kind of monster imaginable from killer insects to huge beasts, as well as humanoid enemies of varied races. Since the levels of the enemies are not tied to the player's level, some fights need to be avoided until the hero advances and increases his abilities. The game boasts that there are enough quests to keep players busy for about 100 hours. 

In the single-player game, the hero can be a male only. His specialty (warrior, ranger, mage) can be changed at will by swapping equipment. Success as each is entirely dependent upon how earned skill points are assigned. 

Two Worlds II features improvements over the first game including new user interface, game engine and magic & crafting systems. It includes all of the gameplay elements that were part of Two Worlds I (riding on horseback, crafting, forging, alchemy). Sailing (planned for the first game, but never released) is possible in this game, albeit in only a few locations. 

Feats and skills can be learned to enhance each form of combat. Learned spells can be combined with each other using the new card modifiers to enhance or change their effects. Improvements to the crafting/forging aspects make it possible to improve weapons and armor differently. For instance, objects in inventory can be broken down to their base elements (cloth, wood, iron). 

Two Worlds II also offers five multiplayer modes for up to 8 players: Crystal Capture, PvP, Dual, Adventure (7 chapters), and a Village mode. In multiplayer, new characters are created with a choice of several races and can be male or female.","['Windows PC', 'Mac', 'Xbox 360', 'Linux', 'PlayStation 3']","['RPG']",2.3,"190","2","114","24","35","6","/games/boxart/full_two-worlds-ii_641AmericaFront.jpg","PS3","Role-Playing","SouthPeak Interactive","Reality Pump",6.5,0.47,0.26,0.06,0.1,0.04,"25-01-2011",""
